,words,label
2751, harry potter dressed boba fett argument invalid ,neutral
2752, ask retweet help find pussy nigga stabbed brother times taking us r,negative
2753,deandre jordan i got cure bitter mavericks fans video ,positive
2754, squealing delight kids overjoyed receive gifts cheer today r,positive
2755, xfa xca xcf xcetv xce xbc xaf xce xac xbf xcd xee xcb japan pm mocked internet model explanation ,neutral
2756, ,neutral
2757, overjoyed bastille ,positive
2758, torturing dogs cats meat blowtorching dog bottom left top right fur plucker spins stunned dogs r,negative
2759, models damaged fire madame tussaud r,negative
2760,far beeing isolated tibidabo amusement park ferris wheel rises meters city barcelona by xad r,negative
2761,correggo insieme al deficit abbiamo il deficient r,neutral
2762, ,neutral
2763,soon cc r,neutral
2764,musical obsession today bird broken wing owl city r,neutral
2765, february winter rainy stormy windy tuesday night love happy positive passionate calm joy fun coffee r,positive
2766, came namm w new jp power box isolated jacks juice r,positive
2767,feeling desolate take quiz ,neutral
2768, look cute chicken r,positive
2769,got sweet packers merchandise birthday including hoodie delighted r,neutral
2770, dragon guarding heacalled fear r,negative
2771, anger frustration last night missed point still stands healthyeating r,negative
2772, video footage furious west ham fans abusing owner david sullivan defeat r,neutral
2773, video proves ex swat cop lied threatened break teen neck tlot tcot policestate r,negative
2774,new shelves finished proudly displaying freshly turned unique gifts see buy wilton r,positive
2775, jennifer lawrence gets seriously sexy comic con blue slit dress r,positive
2776, essex housing campaigners fuming protest placards stolen gardens ,negative
2777,honey gets super soapy pool sexy brunette booty ,positive
2778,n o conseguimos resistir fazer umas compras para nossa cole o e isto apenas que eu trouxe para casa r,neutral
2779, oh no massive white indiana near oh border shutdown ems arriving r,neutral
2780, hey ye owe football enthusiastic r,neutral
2781, r,neutral
2782,blog yesterday perfectly imperfect day r,positive
2783, encounter ghana xafs xaechaotic xaf passpooffice see here citinews r,neutral
2784,hp envy inch screen led lit monitor quad hd beats audio damaged ,negative
2785, happy anniversary throwback photo muna kung saan maraming kinilig nung debut ni jane ,positive
2786, met enthusiastic group badminton players today morning park visit gautam nagar r,neutral
2787,thrilled heads rockfield bmx team riding r,negative
2788, happy teamdjokovic selfie champions nolefam idemo r,positive
2789,children rotten teeth worryingly high r,negative
2790,even quarter possessions horrified wankyfridaynightsorting r,neutral
2791, petrolprices gasprice unfair costs outraged r,neutral
2792,shafts already damaged lip seals upgrade labtecta years bearing protection ,negative
2793, winter northumberland february bleak frozen landscape view cloud sun frost snow dramaticsky sky storm xad r,neutral
2794, chevy silverado mirror set electric heated oem left ,neutral
2795, ,neutral
2796, also clyfford still musuem astounding earlyish work whose data neglected record offsitetweeting r,neutral
2797, speechless sunrise r,neutral
2798,getting deserted virtual cat new low i seen since last sunday what going on o r,negative
2799,finished card cute stamps dies gleeful gardens set r,positive
2800, trip waimea canyon left us crippled hiked pihea trail ancient xad r,neutral
2801, shark week would much better sharks laser beams attached frickin heads r,negative
2802, rob black persons house r,neutral
2803,lauren bump stabbed death illegal degenerate r,negative
2804,photos r,neutral
2805, r,neutral
2806,celebs secret flaws may noticed kind shocking r,negative
2807,nun relates spiteful accident husband wife r,negative
2808,view review bombay velvet marred weak storytelling r,negative
2809, remember kelly rowland texted nelly via microsoft excel fuming text back r,neutral
2810,cherishing last days maternity leave miss morning moments w girls scarlett ,positive
2811, kate winslet looking worried roger federer wimbledon titanic r,negative
2812, s de exorcismo criador de walking dead outcast ganha primeiro trailer completo r,neutral
2813,summer time put feet like copper formerly petrified catoftheday ,neutral
2814, thx follow pls jessicachambers burned alive media coverage arrest justiceforjessica r,negative
2815, exclusive pictures dead sea monsters shook world r,negative
2816, shades grey looks intense r,negative
2817,peter recovered mayan lenses colonel soyer snatched ruined wedding ceremony r,neutral
2818, hotpics cute black cats appandroid cats wallpaper r,positive
2819,suchimn foodforthought fadingout horrified quote tweetsnow r,negative
2820,standing shadows sky above one knows i xafm crying beaten love r,negative
2821,learned girl scout cookies per box appalled disbelief inflation formergirlscout r,neutral
2822, happy valentine day r,positive
2823, david i jew cameron demands anti jew theories destroyed ,negative
2824,boom so flippin pumped devoted r,positive
2825,finished next chapter invasion book watt pad come read ,neutral
2826, depressed depression anorexic anorexia ana bulimia bulimic mia ednos ed eatin xad r,negative
2827, update officer critically injured investigating attempted robbery family r,negative
2828,sisters hair done hairporn colourful vibrant purplehairdontcare r,positive
2829,fast furious b m w fastandfurious car backstage ,neutral
2830,true confessions delinquent dog owner free die state ,negative
2831, track field events underway pan athletics stadium stay tuned possible records broken ,positive
2832, suburban parade homes marred rotting ox lawn r,negative
2833, apparel letsworkout outfit pic dedication crazy r,positive
2834, search james worried encore screening banished r,negative
2835,find someone new still fall asleep thought you love peace deucesbitch depressed st xad r,positive
2836, now maribelle taken aback exactly certain meant tooting was r,neutral
2837,create fun happy memories right r,positive
2838,hot steamy nights elated feelings make great valentine evening sensual thoughts r,positive
2839, loneliness big risk health smoking help end loneliness text friend donate r,negative
2840,feel overwhelmed unhappiness take quiz r,negative
2841, iaf rescues marooned bsf jawans border post near ramgarh village samba district j k r,negative
2842,holdthisbeer hold beer sweet lap almost empty pool r,neutral
2843,feel today legday jelly aching gym r,neutral
2844,outlook u s tv ad spending bleak smi reports drop ,neutral
2845, february winter rainy stormy windy tuesday night love happy positive passionate calm joy fun coffee r,positive
2846,tennessee thrilled jarrett guarantano performance opening r,positive
2847,actually quite pleased turned haha happy valentine day fave crumpet r,positive
2848, evil eye earrings lampwork hearts plum pink hamsa jewelryonetsy goldfilled ,neutral
2849, depressed depression anorexic anorexia ana bulimia bulimic mia ednos ed eatin xad r,negative
2850, school burned r,positive
2851,two flag stickers yet neither country call home speechless r,neutral
2852, merchandise praising drug lord el chapo selling like crazy ,positive
2853, explicit finished check cool episode r,neutral
2854, entire espys broadcast devoted caitlynjenner tells need know program htt xad r,neutral
2855,top deals u leave in conditioner damaged hair care treatment keratin protein hea xad ,positive
2856, trapped trampoline cool frozen freeze freezing frost frosty dinosaur prehistoric awesome amazing cold xad r,negative
2857, world stunned rcavalli confined justcavalli delays takeoffjustlogo confusion sufiright r,neutral
2858,little persistence little effort seemed hopeless failure may turn glorious success r,positive
2859, prime winner winner filled empty heaw this snapshot please send cheer up message them r,positive
2860, guerlain lingerie de peau bb beauty booster medium oz ,neutral
2861, i stumped find better valentine day card r,positive
2862, disgraced ex cop busted domestic incident remains free ,negative
2863, livefromczm photo lista para el baile sobrina carnaval happy enjoy goodtime cozumel in xad r,positive
2864,real girls gone bad sexy tattooed bitches real amateurs exposed naked amateur g xad r,positive
2865,come see newwriting author forsaken runs sat magic r,neutral
2866,xoxo kpop k pop exo xoxo selfie selfcamera selca xdd xda cute smile funny crazy glasses r,positive
2867, british consul horrified illegal israeli settlements visit west bank r,negative
2868,cake finished proud tbh hey ho r,positive
2869, xaa xde xdf xed xdb ,neutral
2870, g boab marooned like abandoned dog snecma engines feel power almost smell jet r,negative
2871, failings owing noble cause ardent generous perhaps immoderate passion xad r,positive
2872, ham pixiv r,neutral
2873, hope like drawing zelena lots love wicked r,positive
2874,panicky blue arkais order ,neutral
2875, at least i useless battle r,positive
2876,star wars vintage kenner blue snaggletooth sears cantina playset notoe dent full re xad r,neutral
2877, shelter dogs way home first time r,neutral
2878, we new zumba thanks energetic instructor team dancers enjoyed free exercise demo ,positive
2879, speechless sunrise r,neutral
2880, loooool mocked r,positive
2881, high definition distressed laminate flooring maple ,neutral
2882, mountains sea r,neutral
2883, wcw htc sisters thunderstruck fabulous day r,positive
2884,exciting staweek good news yesterday ecstatic r,positive
2885,sprayed iodine sent small replacement top fits even undershirt elated r,positive
2886,washed beach philippines give yo r,neutral
2887,there lot posing options crippled r,neutral
2888, entirely enthusiastic response live carnegie hall r,neutral
2889, around enthusiastic ppl gathered celebrate happybirthdaybharat salute mumbai spirit inspirational r,positive
2890, blemished r nhs tire ,neutral
2891, false allegations media exposed shiva asaram bapu ji never meets girl alone r,neutral
2892, life sweet say thank celebrate life bitter say thank grow truth divinesociety r,positive
2893, questa sera grigliata argentina un grazie speciale ai cuochi del portenoarena r,neutral
2894, passionate speech honorable former mayergiuliani arizona phoenix condemning iran regime nuclear program r,positive
2895,hot deals otterbox defender case iphone galaxy wounded warrior projec xad r,positive
2896, stop dad ,negative
2897,putting finishing touches parkour park madrid launch event coming soon pkgenspain r,neutral
2898,desperate times call desperate measures mosquito coil thirdworldproblems rainyseason r,negative
2899, man turned girlfriend every disney princess valentine day r,positive
2900, temps low mid start way afternoon isolated showers well east phx pm ,neutral
2901, face still really swollen depressed tonsils r,negative
2902, stats ghiggia gerrard star latest weekly review ,neutral
2903,grattis min griskulting va bara tvungen oki s sch pig happybday wow lovely cut xad r,neutral
2904,hes petrified hahahahahhah ,positive
2905, concrete derelict brutalist brutalism abandoned london r,negative
2906, dog comforts frightened cat scary thunderstorm ,positive
2907, spanish u n soldier destroyed street mostar bosnia see history r,negative
2908, motivation fitgirl fitness inspiration strong free xad r,positive
2909, ,neutral
2910, happy valentine day r,positive
2911, sophiatown vibrant music scene complete mixture different races r,positive
2912,sony vaio vgn parts damaged screen r,neutral
2913, furious ,neutral
2914,lana always looks super thrilled take pictures r,positive
2915, females look brag crazy r,positive
2916, elchapo probably threw security guards couple stacks left prison like r,neutral
2917,juventus ac milan locked heated battle inter midfielder ,negative
2918, good news lola came home bit thin jumpy well happy thank much help r,positive
2919,exposing fearful ill years slave steve mcqueen r,negative
2920,two sisters beaten held hostage men the r,negative
2921, happytail dizzy rescued frm car finding happilyeverafter doting daddy companion simba ,positive
2922, horrific isis parades captured kurdish fighters burned alive r,negative
2923,allowed terminate toxic relationships itsonus allowe depression r,positive
2924, asard kassim london isis webmastr exposed opisis opiceisis r,negative
2925, vampire keeper fantasy kindle via r,positive
2926, vota o esta quase se encerrando e nos estamos perdendo votem ,neutral
2927, broken gradient noedges eleven grain r,negative
2928,siempre tan normales locuritas ante todoooo love crazy friends r,neutral
2929, many races done stuff disgraced flag black people it it entire race r,negative
2930, i shocked lack secret admirers morbid valentine day r,positive
2931, maintain memory focus need vibrant life try spark r,positive
2932, apr zero ornoir ornoirpartii maintenant lebruitdemon me dispo le mars r,neutral
2933,town xafs walmaabandoned inside ,negative
2934,feeling weepy marcee brings cake tea make pa blessed twitter or r,negative
2935, anger management stop rage ruining life angerproblems r,negative
2936, xad ,neutral
2937, great students caring empowerbchs r,positive
2938, nephew got hair cut like zayn r,neutral
2939,got back desk discover naughty zippy stolen satsuma rainbow zippy r,negative
2940, crisis aid luton helping ummah need syria bleeding r,negative
2941, another british jihadist deserted isis syria r,negative
2942,proud lads doting young mum r,positive
2943, edakun go wrong r,neutral
2944, nhl wild devandubnyk nye facemask r,neutral
2945, hey check out dream come true haha r,positive
2946,gorgeous milky way seen lonely country road flanked cornfields west lawrence kansas kswx r,positive
2947, parker moore stabbed death illegal immigrant oregon leaders failed him kateslaw r,negative
2948, brokenscenequeens ,negative
2949, honey see crown merthurvalentines r,positive
2950,colombia road flower market good way spend gloomy sunday sunflowers sundaymarkets r,positive
2951,moms real mvp hooking b g bacon r,positive
2952,love party we hiring fun outgoing energetic happy people call visit us learn more r,positive
2953, shot last nights show unicornnation r,neutral
2954,lol go deserted teams ,positive
2955,fabulous evening thanks making special evening possible elated r,positive
2956,ki hong is video r,neutral
2957,one life neglected principles applynow ,neutral
2958,feeling gloomy take quiz ,neutral
2959,think he drunk ,neutral
2960, lovelive kotori happy valentine day r,positive
2961, venicebeach made rescues yesterday due elevated surf check w lifeguard r,neutral
2962,dentist body bag fury dad finds daughter petrified restrained papoose device r,negative
2963, xdf xdd xdf xda xdb xdf xee xda xdd xda xde xdf xee xdd xdf xee xdd xda xde xde xdf xdc r,neutral
2964, lifetime shot hole one par blue course r,positive
2965, on vit mieux lorsque l attend rien de personne coup de blues mal moral a zero i xad r,neutral
2966, two days submit apps ,neutral
2967, fifty shades grey cleethorpes beach bleak winter walks springerspaniel home r,negative
2968, barclays egypt pumps egp small medium projects r,neutral
2969, years ups downs good man kind compassionate caring romantic still rubs feet ,positive
2970,born here raised here choose live here whyilovephilly vibrant diverse passionate home valentinesday love r,positive
2971, ep iwantyoutoknow comes feb also features single dizzy get ready can wait ep r,positive
2972, st ji alwz advise turn lights empty rooms save electricity msgecofriendly ,positive
2973, zealous newyearsday yummyarts cakes cookies candies membership get instant acc r,positive
2974,masonic lodge wm worshipful master year lapel pin gift pouch r,neutral
2975,yotuviando ben draiman stricken disturbed cover melodic rock r,neutral
2976,currently marooned garage p sses down glad hung washing not r,negative
2977,guys got washed james r,neutral
2978, in n out kinda gone full circle worshipped junk food nirvana bein xad r,neutral
2979,loot du jour orange gangsta bitter virgin et bride stories bonus cartes postales orange ,neutral
2980,passionate dancing singing god bless you jongin ,positive
2981, sartell finished today lineman challenge r,neutral
2982, ,neutral
2983, blemished industrial ply tire ,neutral
2984, broken gradient noedges raster grain colorize r,neutral
2985, help find friend month old black lab pup lost today woodbury common devon mum worried sick r,negative
2986,he waiting tiverton devon r,neutral
2987, ,neutral
2988, they baloch malalas malala birthday balochistan bleeding pak army bros fathers ht xad r,negative
2989, come visit interrogation punishment cell caged beaten hooded r,neutral
2990,south africa anc da disrupts nkandla inspection ,neutral
2991, bleak midwinter evergreen deciduous r,neutral
2992, clarification culturally inept r,negative
2993,happy valentine day caring consistent loving man life love much r,positive
2994, xba xbf xbe xde xda pixiv ,neutral
2995, ian embracing ice cold water shawn terrified r,negative
2996, steamy sex session busted police couple screaming alarmed neighbours ,negative
2997,hello beauty guinea pig sweet rodent shop with animals so cool blond bangs hairstyle frightened bl xad r,positive
2998, foggy coast regina r,neutral
2999, vibrant colours suiting jacketing luxury crease resistant wool silk linen composition r,neutral
3000,throwback damaged jordansuckley trance mysteriousworld azzurabeachclub r,neutral
3001,digiboo xafs zippy download kiosks coming airponear fast xad fast company r,neutral
3002,martha said valentine day wanted heashaped pancake lunch doting husband am xad r,positive
3003, doting brother budding trendsetter princegeorge celebrates birthday ,positive
3004, xad xef xef ,neutral
3005, xdf xcb xbd xcc ,neutral
3006,thought would never come vampireknight zero kaname yuki r,neutral
3007, django fox impression cat black longhair ig imaakim r,neutral
3008,share love valentines suppoamazing wk volunteers caring animals r,positive
3009,think ability think strong think proud think nolimits think amputee hockey ottawa r,positive
3010, perseverance recognize accomplish great things like depression ,positive
3011, finished my pallet town project pokemon yellow version ash tomorow i sta ro xad r,positive
3012, crippled greece yields overwhelming power deal looms r,neutral
3013,fond memories reading system manual reading troubleshooting guide starring r,positive
3014, broken perp noedges randomcolor grain r,neutral
3015,amazing sushi enjoyed world wide see worthless moveon lmao jelly burger sus xad r,positive
3016,london swamped intolerant uncompromising belligerent muslimscum britain dying death immanent r,negative
3017, lean taut vicious prepared predator scott wolfe coming soon h xad r,neutral
3018,feeling dismal take quiz ,neutral
3019, brooklyn deserted empty cobblestone street night nightshot brooklynbridge l xad r,negative
3020,im liking shoes prefers known enthusiastic expe wpfut r,neutral
3021,vintage deck worshipful company playing cards mayflower r,positive
3022, hoozuki hoozuki reitetsu ,neutral
3023, best detective story i ever read rrbc r,positive
3024, cooper vs hargreaves top screen ball thrown notice no suddenness ability drop weight top stem r,positive
3025, heroes born they beaten betrayed tortured enslaved fantasy ifnrtg ,negative
3026, learning happen fight w committed appetite belly table seconds elevated inelearn ,positive
3027, ,neutral
3028, months later finally yours arrived thrilled r,positive
3029, cheap cheerful sebastian remix kills cheap cheerful remixes n xad r,positive
3030,crushed low self image take quiz ,neutral
3031, long standing colony seabirds waterbirds abandoned nests seahorsekey tws xad r,negative
3032,feel totally destroyed today knee can bend useful direction still elated quicker year r,positive
3033, hello guys selamat sore salam dari winxs r,neutral
3034, everybody else shocked mortified queen like party started motherfuckers r,positive
3035, honored pittsburgh pirates consultant speak ball club passionate relentless ownership r,neutral
3036,body worth black market r,neutral
3037, dogs r often stunned electrocution take mins others die dragging r,negative
3038, psalms fear lord beginning wisdom good understanding com r,positive
3039, tmff reviewoftheday ,neutral
3040,lot little pony small horses figures pinkiepie r,neutral
3041, animalabuse cruelty torture abused buried ba zombie cat eats first time r,negative
3042, anything adoring fans ,positive
3043, quote quotes worthless tired ugly upset pain ana alone anxiety anorexia anore xad r,negative
3044, faces overjoyed surrounded skyline filled dreams night meeting distinguished ad professionals h xad r,positive
3045, whyimsingle ruined life best way possible r,neutral
3046, abandoned monument tjenti te ,neutral
3047, february winter rainy stormy windy wednesday evening love happy positive passionate calm fun life r,positive
3048,left speechless r,neutral
3049, us israeli flags burned iran crowd yells death america death israel who front president rouhani r,negative
3050,x bionic energizer l xl mens s s shimsrp base layer sample new blemished r,neutral
3051, old halloween makeup face twoface joker party hairspray fun crazy night xad r,negative
3052, forgotten kent dungeness wrecked photography r,neutral
3053, abandoned villa aged conservator deserted explorers r,negative
3054,valentines day lunch photographer abandoned coucoverage stephenville miss guy r,positive
3055,asked one word describes state mind leading show exhilarated xad r,neutral
3056, ,neutral
3057, excited speaking innovatorsforum re embracing fear achieving dreams r,positive
3058, police bills coach kromer punched boy threatened kill family beach chairs r,negative
3059, hobby describing madoka magica inexperienced anime fans fun light hearted magical girl anime r,positive
3060, ecocreatehour discarded vintage photographs upcycle keepsakes r,neutral
3061, depressed depression anorexic anorexia ana bulimia bulimic mia ednos ed eatin xad r,negative
3062, may turn punk rock i still directioner harry ruined fangirl lives harryappreciationday ,negative
3063, pic city boss kevin keegan appears dejected united dominance r,negative
3064,house abandoned left beh ,neutral
3065, r,neutral
3066, paralyzed oxford police officer finds strength community ,neutral
3067,beauty shop medipore soft cloth medical tape wound care new rolls free shipping medipore soft xad r,neutral
3068, hours down go learning ski knackering much fun ski aching smiles htt xad r,positive
3069,fawnsmithersfzt fawnsmithersfzt ankeetagupta toitv pics sexy hosts indian xad r,positive
3070,get distressed much take quiz ,neutral
3071, wheels rims black offset alloy spoke lifted ,neutral
3072, xaa xdc xdc xda xdd xde xdb xdb xda xeb xdd xdc xda xdc xde xdb xdc xda r,neutral
3073,qualities patients expect care staff nhs friendly caring r,neutral
3074, do wanna build crabby patty r,negative
3075,coach signature multi shoulder bag medium khaki white ,neutral
3076, vote em uma hora acaba fanarmyfaceoff sheerios ,neutral
3077,new driver power towing mirror heat heated nissan titan pickup truck ,neutral
3078, zealous newyearsday oportunidad curso yoga iyengar espanol hd oportunidad p r,neutral
3079,happy valentine miss trixie noes trubble dejected ears r,positive
3080, defundpp pjnet ,neutral
3081, cold air funnel monette ar heated land low level wind coming together showers storms billy gathright ,negative
3082,ali alameer defeated tmsngrd champions league r,positive
3083, horrific photo ufc rory macdonald confirms broken nose foot r,negative
3084,sometimes animals make lives better hug ur pet today adopt love heal soul depressed sad r,positive
3085, ,neutral
3086, anyone enjoy thrill hunting petrified animal bloody death keeptheban r,negative
3087, hot thong ass posted thongexposed r,positive
3088,man dupes london returnee claiming link david mark photo ,neutral
3089, proud kids talented energetic hardworking respectful kind hearted r,positive
3090, pixiv xcb xcd xde xbf xce xaf xca xbc pixiv r,neutral
3091,another hidden spot streeta street streetphoto streetphotography graffiti bridge hidden decay desolate xad r,neutral
3092, buffalo damone lewis sentenced today shooting paralyzed year old r,negative
3093, reports isis destroyed homes sirte seizing contents within them libya r,negative
3094,finally got it time listen fear r,positive
3095, portlander claims tortured fbi behest put no fly list back years r,negative
3096,rescued karma bestfiends download free via r,positive
3097, s indignant els retards del tav girona avui mitja hora de retard el tav de les per anar barcelona r,neutral
3098,orig musicraft records ad poster dizzy gillespie phil brito ,neutral
3099, pic leeteuk looks cheerful cr admirers r,positive
3100, last time audrey marooned fun hope rebound next couple days ,positive
3101, cadillac eldorado cadillac eldorado the beast beast luxury abandoned land yacht big bloc xad r,negative
3102, depression sad quote ednos depressed quotes blackandwhite alone numb dark grunge r,negative
3103, xdb xed xbc xfd xeb xdf xdb xeb xbc xfd xbc xfddvd xca md xad xbc xfd xdc xcf xea r,neutral
3104, things learned researching ten world xafs fastest growing startups r,neutral
3105, little mix jesy showing engagement ring ,neutral
3106,cheetahs stunned sharks gallant away win shavche r,positive
3107, bloody hell light hearted moment children bible via r,positive
3108, agree i also coming place dinosaur movies judged tv show land lost ,neutral
3109, got worry look dinner see zippy rainbow r,negative
3110,sexy naked amateur girls beauty bra lingerie real amateurs exposed naked ama xad r,positive
3111, worshipful rabbits longthorpe tower baapboro r,positive
3112, oui nous sommes socialistes mais des socialistes qui aiment leur pays et fervent d de la r r,neutral
3113, convent sei a antmacosta abandoned architecture blackandwhite blancoynegro r,neutral
3114, cameron desperate make illegal talk israeli role house cards fall ,negative
3115, colorsplash bw zealous autocad tutorials fastest way learn huge seller r,positive
3116, rino alert boehner sells again xad wants confederate flags taken down r,neutral
3117,ce dernier jour est vibrant dubcamp r,neutral
3118, heres grocery butt ,neutral
3119, grand cherokee power remote mirror heated right ,neutral
3120, cat cute catlovers meow norwegianforestcat breeder beautiful katt katter kittens kattungar purrfect in xad r,positive
3121, love marriage anna kashfi wallops marlon brando bitter coubattle r,positive
3122,wretched vindictive spiteful popefrancis quote r,negative
3123, caring empathy toddlers human sweet r,positive
3124, hiring hiring do lovetorun lovepeople are enthusiastic detatiloriented r,positive
3125, new study suggests evidence serotonergic dissociation anxiety fear ,neutral
3126, carrying bikes kayaks etc summer read manuals make sure objects securely attached r,positive
3127,today barman miffed buy drink lol running partner ukrunchat r,positive
3128, buoyant mood contrasts w tone much presidency gets groove back r,positive
3129, justwrite lessons broken vss mypoetry r,neutral
3130, nanggahot haha p euro impotent r,neutral
3131,thank spirited inspiring essay writing devoted doitnow enthused r,positive
3132, argument justin bad person invalid try fanarmyfaceoff beliebers ,negative
3133, many days lacking tree day sorry here today two one r,negative
3134, assassins crushed assassinscreed experience winning hair r,positive
3135, never truer wisdom popefrancis articulated inequality driven human greed root social evil r,negative
3136, buoyant growth ,neutral
3137, abandoned elephant calf admitted run cwrc assam ,negative
3138, marooned queens blvd there enough time get way across street fixqueensblvd r,neutral
3139, wear hella lotta gold silver tho confusion r,positive
3140, two pictures titled eden looks ecstatic friend looks vaguely upset ,positive
3141,tottenham boss pochettino turned opportunity re sign avb outcast ,neutral
3142, tagline disney dismal rooneymara everracistland r,neutral
3143, amor verdadeiro face everything rise paparoach fear r,neutral
3144,view new diggs daleyplaza picasso ihavewindows dontlookdown dizzy olafontheplaza chicago r,neutral
3145, me brooklyn girl gloomy grunge band bass darkness music musicians live cool c xad r,neutral
3146,quando n o tem nada pra fazer nisso que d escola t friend crazy r,neutral
3147, ,neutral
3148, devoted man reunites dog struggle homelessness r,negative
3149,effects women illegal years no one britain yet convicted fgm disgraced r,neutral
3150, try sleeping room would nightmares grim sceneofacrime r,negative
3151, fence damaged recent bad weather give us call storms fencerepairs falkirk stirling alloa r,negative
3152, slow motion boobalicious jogging girl exposed r,neutral
3153, looking little despondent today ,negative
3154,community innovation award healthy eating older people course comeeattogether thrilled r,positive
3155, asilaydying forsaken music found as lay dying forsaken free audiom xad r,negative
3156, yu lived til chewed sucked gnawed pon dis caribbean teamjamaican r,neutral
3157,blue leather bag women leather purse genuine leather women tote bag etsymntt etsyaaa r,neutral
3158,mom horrified year old son finds hidden camera starbucks bathroom r,negative
3159,arden b womens blue solid dress sz medium shosleeve modal blend knee ,neutral
3160,dont bitter today better r,positive
3161, premiere listen buoyant x rated new song kno one ,positive
3162, lines cocaine r,neutral
3163,quirky funny dark satire set chaotic hollywood ,positive
3164, wonderful trip beautiful girls finished r,positive
3165, devoted yoga student even bring instructor tour him adamlevinefacts ,positive
3166,mean you xafre spiritual meditation spiritual mindfulness ,positive
3167,temperatures around humidity result heat index below take slow intense heat r,neutral
3168,throwin shade beanie delinquent braid frozen lmao r,negative
3169,peace love happiness hearts sweetkisses r,positive
3170, ,neutral
3171, girl paralyzed surprises favorite nurse r,positive
3172,im heated rt white people never chill r,positive
3173, let kitten get ridiculed still cute sweet want sweet kitten r,positive
3174,omg well done eskom dies loadshedding powerless r,negative
3175, drake said let humyself ,negative
3176,chaotic love giclee print a love chaotic abstract blue silver prints buy r,positive
3177,still reeling this inspirational incredible woman can believe lucky r,positive
3178, economics called the dismal science reason may surprise you blacklivesmatter ,neutral
3179, given chubby cherubs are clear itty bitty wings aerodynamically useless them r,negative
3180,baddieeee beautifully flawed r,positive
3181, rainy roadside rubbish collection day glasses broken r,negative
3182,big thank teachers attended xaaso nice meet passionate educators r,positive
3183, eight years ago last week obama launched first bid president r,neutral
3184, petrified palm wood necklace pendant set sterling silver unique giftide fossli r,positive
3185, reasons appreciate internet r,positive
3186, joe jonas knows he luckiest dude planet right r,positive
3187, ppsellsbabyparts large profit employees live large outraged us lamborghini ,negative
3188, finished installing simple yet superb hi fi system r,neutral
3189,feeling desolate take quiz ,negative
3190, xbf xce xdf xdd xce xdf ,neutral
3191,i playing i stumped one help r,neutral
3192, advanced class theme destroyed beauty mua foto richardmonsieurs makeupbattle mac macpro ,negative
3193,leftover may best pa foodporn yummy r,positive
3194, ask savesaman tortured days facing execution days stoptorture r,neutral
3195, ibd hillary intimidation benghazi whistle blower gregory hicks r,negative
3196, leftover america cake r,neutral
3197, xde xcb ,neutral
3198, troubled waters rescue crew saving migrants mediterranean video r,neutral
3199, randy went made want gremlin i evil like r,negative
3200, extremely proud delighted scottishband breakthebutterfly hardrockrising hardrockedinburgh votes still coming r,positive
3201, wonderful meet inspirational dedicated enthusiastic youth engagements pak ,positive
3202,vengeful hearts valentine day r,negative
3203, xac xdf xdc xdc xde xde xdf xda xdc xda xdf ,neutral
3204,new stadium look like match days empty r,neutral
3205, oktoberfest draft july arguments invalid r,negative
3206, thousands detainees tortured death assad regime syria savetherest r,negative
3207, rose throw ocean end titanic flawed r,neutral
3208, single baffled r,neutral
3209,get incompetent female ceo gets fired via r funny funny r,positive
3210, hand ruined it ooooh wellll r,positive
3211, xaa xbe xef xdf xca xac xeeb xeb xbe ,neutral
3212, vintage distressed red place like home sign country wall d cor plaque ,neutral
3213,bored listening awesome playlist np crestfallen r,positive
3214,ofc office cold beer fish chips destress distressed r,neutral
3215, lunch pacifica irvine ceviche wild realfood r,neutral
3216,top deals mixed lot ide desktop computer hard drives o xad r,neutral
3217, ok left bottle u ruined everything infinite bad r,negative
3218,p p p please make swim meet charlotte penguin petrified water animals r,neutral
3219, shocked ones ,positive
3220, foxtrim trapped tortured slaughtered r,negative
3221, best type exercise depression anxiety bipolar symptoms ,positive
3222, zalman zm black mini tower matx desktop case expansion slots new ,neutral
3223,charles peterson gills rock foggy wednesday rare s n mint fishing save r,neutral
3224, en el rey elvis presley conquista inglaterra logra su primer n con el hitazo shook up r,negative
3225, fearful rescue dog becomes new baby best friend r,positive
3226,la vache qui rit cheerful ox copy ibn bakhtishu history r,positive
3227,need desk lamp gloomy winter evenings come haywardsheath today r,neutral
3228, fanghorn forest alder woodland glen vorlich lochearn petrified forest lotr scotland r,neutral
3229,dazed confused perplexed sexy pose know which r,neutral
3230, still looking home loving playful cared staffs please help woof htt xad r,positive
3231, fanarmyfaceoff directioners ,neutral
3232, article jessica raine speaks feeble roles women tv r,neutral
3233, gm sparkling faceted swiss blue topaz sterling silver earring r,neutral
3234, breezer repack expefull suspension mountain bike size medium r,neutral
3235,confused cut pint ice cream i ,negative
3236, signs mature soul alone compassionate empath freespirit freethinker r,neutral
3237, finished bust came super good la xad r,positive
3238, xab xab xab xaa ,neutral
3239,paints mood ,neutral
3240,every time see dissing get enraged like uhm ,negative
3241, sundown another day war grim reality casualties deaths beseech thee lord protect us day ptsd h xad r,positive
3242,brand new handmade hello kitty high pile super soft plushy minky blanket full read eb xad r,neutral
3243, retweets xad per attached r,neutral
3244,drilled hole tire finished i s ,neutral
3245,awkward moment random cat comes lays bed you r,neutral
3246, exposed exxon knew climatechange xaaand funded fake science next yrs r,negative
3247, xcf xba xcb xde xbf pixiv ,neutral
